name,date_filed,city,state,url,count,allegations
"Justice Energy Company, Inc.",2022-03-03,Daniels,WV,https://www.nlrb.gov/case/06-CA-291663,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Justice Energy Inc.,2022-03-23,Daniels,WV,https://www.nlrb.gov/case/06-CA-292826,2,8(a)(5) Refusal to Furnish Information and 8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
Justice Energy Inc.,2022-03-23,Daniels,WV,https://www.nlrb.gov/case/06-CA-292834,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
"Kaanapali Golf Management, LLC",2022-04-06,Lahaina,HI,https://www.nlrb.gov/case/20-CA-293606,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
Kaiser Aluminum,2022-04-05,Spokane Valley,WA,https://www.nlrb.gov/case/19-CA-293689,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Kaiser Foundation Hospitals,2022-01-14,Moreno Valley,CA,https://www.nlrb.gov/case/21-CA-289043,1,8(a)(5) Refusal to Furnish Information
"Kaiser Foundation Hospitals and Kaiser Foundation Health Plan, Inc.",2022-01-26,Honolulu,HI,https://www.nlrb.gov/case/20-CA-289652,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
"Kaiser Foundation Hospitals and Kaiser Foundation Health Plans, Inc.",2022-01-27,Honolulu,HI,https://www.nlrb.gov/case/20-CA-289658,1,8(a)(5) Refusal to Furnish Information
Kaiser Foundation Hospitals; Southern California Permanente Medical Group,2022-03-02,Tustin,CA,https://www.nlrb.gov/case/21-CA-291540,2,8(a)(5) Refusal to Furnish Information and 8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Kaiser Foundation Hospitals; Southern California Permanente Medical Group,2022-04-11,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-293981,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
"Kaiser Foundation Hospitals; The Permanente Medical Group, Inc.",2022-02-02,Oakland,CA,https://www.nlrb.gov/case/32-CA-290049,1,8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes]
Kaiser LA Regional Services & Administration,2022-03-03,Pasadena,CA,https://www.nlrb.gov/case/21-CA-291648,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
Kaiser Permanente,2022-01-25,Salem,OR,https://www.nlrb.gov/case/19-CA-289603,2,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline) and 8(a)(3) Discipline"
Kaiser Permanente,2022-01-27,Portland,OR,https://www.nlrb.gov/case/19-CA-289568,1,8(a)(5) Refusal to Furnish Information
Kaiser Permanente,2022-02-14,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-290691,2,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline) and 8(a)(3) Changes in Terms and Conditions of Employment"
Kaiser Permanente,2022-02-23,Vancouver,WA,https://www.nlrb.gov/case/19-CA-291236,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Kaiser Permanente,2022-03-03,Portland,OR,https://www.nlrb.gov/case/19-CA-291633,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Kaiser Permanente,2022-03-22,Oakland,CA,https://www.nlrb.gov/case/32-CA-292839,2,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing) and 8(a)(3) Changes in Terms and Conditions of Employment
Kaiser Permanente,2022-03-26,Walnut Creek,CA,https://www.nlrb.gov/case/32-CA-293190,5,"8(a)(4) Discharge (including Layoff and Refusal to Hire), 8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)), 8(a)(3) Discipline, 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline), and 8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]"
Kaiser Permanente,2022-04-04,Hillsboro,OR,https://www.nlrb.gov/case/19-CA-293422,1,8(a)(1) Weingarten
Kaiser Permanente Bernard J. Tyson School of Medicine,2022-02-11,Pasadena,CA,https://www.nlrb.gov/case/21-CA-290603,6,"8(a)(2) Assistance, 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline), 8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)), 8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing), 8(a)(4) Discharge (including Layoff and Refusal to Hire), and 8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)"
Kaiser Permanente Hawai'i Region,2022-01-31,Honolulu,HI,https://www.nlrb.gov/case/20-CA-289753,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Kaiser Permanente Hawai'i Region,2022-02-07,Honolulu,HI,https://www.nlrb.gov/case/20-CA-290207,1,8(a)(5) Refusal to Furnish Information
Kaiser Permanente of Washington,2022-01-03,Renton,WA,https://www.nlrb.gov/case/19-CA-288399,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Kaiser Permanente of Washington,2022-03-29,Renton,WA,https://www.nlrb.gov/case/19-CA-293175,1,8(a)(5) Refusal to Furnish Information
Kaleida Health,2022-01-03,Buffalo,NY,https://www.nlrb.gov/case/03-CA-288339,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
Kaleida Health,2022-01-21,Buffalo,NY,https://www.nlrb.gov/case/03-CA-289233,1,8(a)(5) Refusal to Furnish Information
Kaleida Health,2022-03-07,Buffalo,NY,https://www.nlrb.gov/case/03-CA-291762,3,"8(a)(3) Discipline, 8(a)(1) Coercive Actions (Surveillance, etc), and 8(a)(3) Changes in Terms and Conditions of Employment"
Kaleida Health,2022-03-10,Buffalo,NY,https://www.nlrb.gov/case/03-CA-291963,2,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)) and 8(a)(4) Discharge (including Layoff and Refusal to Hire)
Kansas Gas Service,2022-01-04,Manhattan,KS,https://www.nlrb.gov/case/14-CA-288439,2,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes] and 8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
Kansas National Education Association,2022-02-23,Topeka,KS,https://www.nlrb.gov/case/14-CA-291086,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
Kappa Men's Club,2022-04-12,Kappa,IL,https://www.nlrb.gov/case/25-CA-293953,6,"8(a)(1) Coercive Actions (Surveillance, etc), 8(a)(3) Discipline, 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline), 8(a)(4) Discipline, 8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)), and 8(a)(4) Discharge (including Layoff and Refusal to Hire)"
Karver Dental Arts and Denver Restorative Dentistry,2022-03-10,Northglenn,CO,https://www.nlrb.gov/case/27-CA-292023,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Katzkin Leather,2022-03-02,Montebello,CA,https://www.nlrb.gov/case/21-CA-291538,2,8(a)(1) Coercive Rules and 8(a)(1) Weingarten
Kautex Detroit,2022-03-24,Warren,MI,https://www.nlrb.gov/case/07-CA-292879,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
KBOO Foundation,2022-01-03,Portland,OR,https://www.nlrb.gov/case/19-CA-288338,5,"8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes], 8(a)(3) Discipline, 8(a)(1) Coercive Rules, 8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing), and 8(a)(5) Refusal to Furnish Information"
KBOO Foundation,2022-03-01,Portland,OR,https://www.nlrb.gov/case/19-CA-291525,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
Keck Hospital of USC,2022-01-11,Alhambra,CA,https://www.nlrb.gov/case/21-CA-288794,3,"8(a)(1) Coercive Actions (Surveillance, etc), 8(a)(3) Changes in Terms and Conditions of Employment, and 8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)"
Keck Hospital of USC and Norris Cancer Hospital,2022-03-03,Los Angeles,CA,https://www.nlrb.gov/case/21-CA-291662,2,8(a)(1) Weingarten and 8(a)(3) Discipline
Kellogg,2022-03-14,Rome,GA,https://www.nlrb.gov/case/10-CA-292215,1,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
Kellogg Company,2022-01-12,Kansas City,KS,https://www.nlrb.gov/case/14-CA-288820,2,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes] and 8(a)(5) Refusal to Furnish Information
Kellogg Company,2022-03-02,Grand Rapids,MI,https://www.nlrb.gov/case/07-CA-291542,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
Kellogg Company,2022-03-11,Battle Creek,MI,https://www.nlrb.gov/case/07-CA-292124,3,"8(a)(1) Coercive Rules, 8(a)(3) Changes in Terms and Conditions of Employment, and 8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]"
Kennecott Utah Copper,2022-03-28,Herriman,UT,https://www.nlrb.gov/case/27-CA-293121,1,8(a)(5) Refusal to Furnish Information
KENTUCKY AMERICAN WATER,2022-01-28,Lexington,KY,https://www.nlrb.gov/case/09-CA-289687,1,"8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)"
KENTUCKY AMERICAN WATER,2022-01-28,Lexington,KY,https://www.nlrb.gov/case/09-CA-289688,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
KENTUCKY AMERICAN WATER,2022-02-09,Lexington,KY,https://www.nlrb.gov/case/09-CA-290345,1,8(a)(1) Interrogation (including Polling)
KENTUCKY AMERICAN WATER,2022-02-09,Lexington,KY,https://www.nlrb.gov/case/09-CA-290384,1,"8(a)(1) Coercive Actions (Surveillance, etc)"
KENTUCKY EDUCATION ASSOCIATION,2022-02-18,Frankfort,KY,https://www.nlrb.gov/case/09-CA-290931,2,"8(a)(4) Changes in Terms and Conditions of Employment and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Keolis NA,2022-02-22,Fort Lauderdale,FL,https://www.nlrb.gov/case/12-CA-291010,1,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
Keolis NA Inc.,2022-03-29,Fort Lauderdale,FL,https://www.nlrb.gov/case/12-CA-293107,1,8(a)(5) Refusal to Furnish Information
"Keolis Transit America, Inc.",2022-03-24,Greensboro,NC,https://www.nlrb.gov/case/10-CA-292833,2,8(a)(5) Failure to Sign Agreement and 8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
"Keolis Transit Services, LLC",2022-04-04,Leesburg,VA,https://www.nlrb.gov/case/05-CA-293513,2,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing) and 8(a)(5) Refusal to Furnish Information
"Kerry, Inc.",2022-02-22,Melrose Park,IL,https://www.nlrb.gov/case/13-CA-290967,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
KETT TOOL,2022-01-07,Cincinnati,OH,https://www.nlrb.gov/case/09-CA-288698,2,"8(a)(1) Coercive Rules and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
KETTERING HEALTH NETWORK/SOIN,2022-03-07,Beavercreek,OH,https://www.nlrb.gov/case/09-CA-291954,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
"Keurig Dr. Pepper, Inc.",2022-01-18,Redford,MI,https://www.nlrb.gov/case/07-CA-289087,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Keystone Human Services,2022-01-31,Rutgers University-Livingston Campus,NJ,https://www.nlrb.gov/case/22-CA-289747,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Kiewit Power Construction Company,2022-03-10,Providence,RI,https://www.nlrb.gov/case/01-CA-292053,1,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
Kimberly Clark,2022-02-23,Mobile,AL,https://www.nlrb.gov/case/15-CA-291142,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
King Soopers,2022-01-18,Denver,CO,https://www.nlrb.gov/case/27-CA-289001,2,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing) and 8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
King Soopers,2022-01-18,Denver,CO,https://www.nlrb.gov/case/27-CA-289008,5,"8(a)(1) Coercive Actions (Surveillance, etc), 8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing), 8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes], 8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.), and 8(a)(3) Changes in Terms and Conditions of Employment"
KINGS DAUGHTERS MEDICAL CENTER,2022-02-15,Ashland,KY,https://www.nlrb.gov/case/09-CA-290733,1,8(a)(1) Coercive Rules
KINGS DAUGHTERS MEDICAL CENTER,2022-02-15,Ashland,KY,https://www.nlrb.gov/case/09-CA-290773,1,8(a)(5) Refusal to Furnish Information
"Kings/Tulare UniServ Unit, Inc.",2022-01-11,Salinas,CA,https://www.nlrb.gov/case/32-CA-288756,1,8(a)(5) Failure to Sign Agreement
Kirin Transportation Inc. d/b/a Kirin Transportation,2022-01-04,Flushing,NY,https://www.nlrb.gov/case/29-CA-288460,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Kirin Transportation Inc. d/b/a Kirin Transportation,2022-01-05,Flushing,NY,https://www.nlrb.gov/case/29-CA-288462,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Kirin Transportation Inc. d/b/a Kirin Transportation,2022-01-05,Flushing,NY,https://www.nlrb.gov/case/29-CA-288465,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Kirin Transportation Inc. d/b/a Kirin Transportation,2022-01-05,Flushing,NY,https://www.nlrb.gov/case/29-CA-288467,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Knauf Insulation,2022-01-21,Shelbyville,IN,https://www.nlrb.gov/case/25-CA-289309,3,"8(a)(5) Repudiation/Modification of Contract[Sec 8(d)/Unilateral Changes], 8(a)(1) Coercive Rules, and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
"KND Development 55, LLC d/b/a Kindred Hospital Rancho",2022-02-18,Rancho Cucamonga,CA,https://www.nlrb.gov/case/31-CA-291084,2,"8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing) and 8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)"
"KND Development 55, LLC d/b/a Kindred Hospital Rancho",2022-02-18,Rancho Cucamonga,CA,https://www.nlrb.gov/case/31-CA-291089,1,8(a)(5) Refusal to Furnish Information
Knock Knock Films LLC,2022-04-05,Bell Canyon,CA,https://www.nlrb.gov/case/31-CA-293604,2,"8(a)(1) Interrogation (including Polling) and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
"Kolb Grading, LLC",2022-03-22,Saint Louis,MO,https://www.nlrb.gov/case/14-CA-292654,1,8(a)(5) Refusal to Furnish Information
Komatsu America Corporation,2022-01-20,Peoria,IL,https://www.nlrb.gov/case/25-CA-289229,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Koppers Inc.,2022-03-23,Stickney,IL,https://www.nlrb.gov/case/13-CA-292792,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
Koppers Inc.,2022-03-29,Stickney,IL,https://www.nlrb.gov/case/13-CA-293074,2,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing) and 8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Korean Resource Center,2022-03-04,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-291748,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Korean Resource Center,2022-03-15,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-292334,2,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline) and 8(a)(3) Changes in Terms and Conditions of Employment"
"Korean Resource Center, Inc.",2022-02-25,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-291324,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
"Kriegman & Smith, Inc.",2022-02-23,Roseland,NJ,https://www.nlrb.gov/case/22-CA-291027,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Krispy Kreme,2022-02-22,San Antonio,TX,https://www.nlrb.gov/case/16-CA-291205,2,"8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.) and 8(a)(1) Coercive Rules"
Kroger,2022-03-08,Memphis,TN,https://www.nlrb.gov/case/15-CA-291866,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
Kroger,2022-03-29,Saint Clairsville,OH,https://www.nlrb.gov/case/08-CA-293145,2,"8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)) and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Kroger,2022-03-29,Saint Clairsville,OH,https://www.nlrb.gov/case/08-CA-293147,2,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline) and 8(a)(3) Changes in Terms and Conditions of Employment"
Kroger Texas LP,2022-01-14,Shenandoah,TX,https://www.nlrb.gov/case/16-CA-289018,1,8(a)(5) Failure to Sign Agreement
"Kroger Texas, L.P.",2022-03-08,Shreveport,LA,https://www.nlrb.gov/case/15-CA-291795,1,8(a)(5) Refusal to Furnish Information
"Kroger, Inc. dba Ralphs Grocery Co.",2022-04-01,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-293485,1,8(a)(5) Refusal to Furnish Information
"Kroger, Inc. dba Ralphs Grocery Company",2022-03-04,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-291942,2,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes] and 8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
"Kroger, Inc. dba Ralphs Grocery Company",2022-03-08,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-291993,1,8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes]
"Kroger, Inc. dba Ralphs Grocery Company",2022-03-11,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-292243,2,"8(a)(1) Coercive Actions (Surveillance, etc) and 8(a)(1) Coercive Statements (Threats, Promises of Benefits, etc.)"
"Kroger, Inc. dba Ralphs Grocery Company",2022-03-22,Los Angeles,CA,https://www.nlrb.gov/case/31-CA-292801,1,8(a)(1) Interrogation (including Polling)
Kung Fu Tea,2022-01-26,Midland,TX,https://www.nlrb.gov/case/16-CA-289627,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Kura Revolving Sushi Bar,2022-03-18,Phoenix,AZ,https://www.nlrb.gov/case/28-CA-292766,2,"8(a)(1) Coercive Actions (Surveillance, etc) and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Kuraray MonoSol,2022-01-13,La Porte,IN,https://www.nlrb.gov/case/25-CA-289002,2,8(a)(2) Domination and 8(a)(2) Assistance
Kuraray MonoSol,2022-01-25,La Porte,IN,https://www.nlrb.gov/case/25-CA-289470,1,8(a)(1) Coercive Rules
Kuraray MonoSol,2022-03-01,La Porte,IN,https://www.nlrb.gov/case/25-CA-291481,12,"8(a)(3) Discipline, 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline), 8(a)(4) Discipline, 8(a)(1) Weingarten, 8(a)(1) Coercive Rules, 8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)), 8(a)(5) Refusal to Recognize, 8(a)(2) Assistance, 8(a)(2) Domination, 8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes], 8(a)(1) Coercive Actions (Surveillance, etc), and 8(a)(4) Discharge (including Layoff and Refusal to Hire)"
"L.P. Industries, Inc., Susan Shor and Robert Allan Shor d/b/a Sykes Ace Hardware, South Beach Hardgoods Company d/b/a Ace Hardware of Miami Beach, Aventura Hardgoods Company, LLC d/b/a Aventura Ace Hardware, Harbor Hardgoods Company, LLC d/b/a Ace Hardware of Ft Lauderdale, Brickell Hardgoods Company LLC d/b/a Ace Hardware Brickell, Dixie Hardgoods Company, LLC and Robert A. Shor d/b/a South Dixie Ace Hardware",2022-02-02,Miami,FL,https://www.nlrb.gov/case/12-CA-289922,1,8(a)(1) Coercive Rules
La Casa Norte,2022-02-18,Chicago,IL,https://www.nlrb.gov/case/13-CA-290892,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
LA Fitness,2022-01-18,Seattle,WA,https://www.nlrb.gov/case/19-CA-289052,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Laborers International Union of North America Heavy & General Construction Laborers Local Union 472 (JBL Electric),2022-03-14,South Plainfield,NJ,https://www.nlrb.gov/case/22-CB-292279,1,"8(b)(1)(A) Coercion, incl'g Statements and Violence"
"Laborers International Union of North America, Local 872, AFL-CIO (Various Employer)",2022-03-07,Las Vegas,NV,https://www.nlrb.gov/case/28-CB-291889,8,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access, 8(b)(2) Causing Employer to Discriminate/Retaliate, 8(b)(2) Hiring Hall Related, 8(b)(1)(A) Hiring Halls, 8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access, 8(b)(2) Causing Employer to Discriminate/Retaliate, 8(b)(2) Hiring Hall Related, and 8(b)(1)(A) Hiring Halls"
"Laborers International Union of North America, Local 872, AFL-CIO (Various Employers)",2022-03-09,Las Vegas,NV,https://www.nlrb.gov/case/28-CB-292114,4,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access, 8(b)(2) Causing Employer to Discriminate/Retaliate, 8(b)(1)(A) Hiring Halls, and 8(b)(2) Hiring Hall Related"
Laborers Local 1290 (Hollywood Casino),2022-01-10,Kansas City,KS,https://www.nlrb.gov/case/14-CB-288645,1,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access"
Laborers Local 515 (Augusta Staffing at Thermal Ceramics),2022-02-23,Martinez,GA,https://www.nlrb.gov/case/10-CB-291081,1,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access"
Laborers Local 515 (Morgan Ceramics),2022-02-07,Atlanta,GA,https://www.nlrb.gov/case/10-CB-290177,1,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access"
Laborers Local 515 (Raven Services),2022-04-07,Columbia,SC,https://www.nlrb.gov/case/10-CB-293676,1,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access"
Laborers Local 818 (UCOR),2022-03-04,Oliver Springs,TN,https://www.nlrb.gov/case/10-CB-291630,1,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access"
Laborers’ International Union of North America Local 125 (Shelly and Sands),2022-03-08,Youngstown,OH,https://www.nlrb.gov/case/08-CB-291879,2,8(b)(1)(A) Hiring Halls and 8(b)(2) Hiring Hall Related
Lake City - Mayo Clinic Health System,2022-03-04,Lake City,MN,https://www.nlrb.gov/case/18-CA-291782,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
Lakeshore Recycling Systems d/b/a Prairieland Disposal Inc.,2022-02-01,Lake Barrington,IL,https://www.nlrb.gov/case/13-CA-289897,1,8(a)(5) Refusal to Recognize
Lamb Weston,2022-03-15,American Falls,ID,https://www.nlrb.gov/case/27-CA-292270,8,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline), 8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing), 8(a)(1) Interrogation (including Polling), 8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes], 8(a)(2) Domination, 8(a)(1) Coercive Actions (Surveillance, etc), 8(a)(1) Coercive Rules, and 8(a)(5) Refusal to Furnish Information"
Land Stewardship Project,2022-01-18,Minneapolis,MN,https://www.nlrb.gov/case/18-CA-289179,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Land Stewardship Project,2022-01-18,Roseville,MN,https://www.nlrb.gov/case/18-CA-289199,1,8(a)(1) Weingarten
Langeloth Metallurgical Company,2022-02-07,Langeloth,PA,https://www.nlrb.gov/case/06-CA-290184,1,8(a)(3) Refusal to Reinstate E'ee/Striker (e.g. Laidlaw)
LanguageLine Solutions,2022-01-31,Fort Worth,TX,https://www.nlrb.gov/case/16-CA-289841,2,"8(a)(1) Coercive Rules and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
LanguageLine Solutions,2022-03-30,Fort Worth,TX,https://www.nlrb.gov/case/16-CA-293246,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Las Americas Immigrant Advocacy Center,2022-02-02,El Paso,TX,https://www.nlrb.gov/case/28-CA-290133,4,"8(a)(5) Repudiation/Modification of Contract [Sec 8(d)/Unilateral Changes], 8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting)), 8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing), and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
"Las Vegas Resort Holdings, LLC d/b/a Sahara Las Vegas",2022-02-22,Las Vegas,NV,https://www.nlrb.gov/case/28-CA-290978,2,"8(a)(3) Discipline and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
"Las Vegas Resort Holdings, LLC d/b/a Sahara Las Vegas",2022-03-10,Las Vegas,NV,https://www.nlrb.gov/case/28-CA-292092,2,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline) and 8(a)(3) Changes in Terms and Conditions of Employment"
Las Vegas Review-Journal,2022-03-21,Las Vegas,NV,https://www.nlrb.gov/case/28-CA-292814,1,"8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
Law Enforcement Officers Security (LEOSU) ( Paragon Systems),2022-01-28,New York,NY,https://www.nlrb.gov/case/29-CB-289762,1,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access"
Law Enforcement Security Officers Union- CA (LEOSUCA) (Paragon Systems),2022-03-04,Covina,CA,https://www.nlrb.gov/case/21-CB-291675,1,"8(b)(1)(A) Duty of Fair Representation, incl'g Superseniority, denial of access"
"Lawyers For Employee And Consumer Rights, A Professional Corporation",2022-03-21,Burbank,CA,https://www.nlrb.gov/case/31-CA-292583,2,"8(a)(1) Coercive Actions (Surveillance, etc) and 8(a)(1) Concerted Activities (Retaliation, Discharge, Discipline)"
"LB&B Associates, Inc.",2022-02-02,Corpus Christi,TX,https://www.nlrb.gov/case/16-CA-290178,1,8(a)(3) Discharge (Including Layoff and Refusal to Hire (not salting))
LEADEC Industrial Services,2022-01-27,Chicago,IL,https://www.nlrb.gov/case/13-CA-289574,1,8(a)(3) Discipline
Leadership for Educational Equity,2022-01-07,Washington,DC,https://www.nlrb.gov/case/05-CA-288701,1,8(a)(5) Refusal to Bargain/Bad Faith Bargaining (incl'g surface bargaining/direct dealing)
